frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
245,8.871,41.65,38.84,0.022,"(216, 313, 322, 530)"
246,8.904,41.70,38.88,0.021,"(216, 313, 322, 530)"
247,8.938,41.64,38.81,0.025,"(216, 313, 322, 530)"
248,8.971,41.72,38.87,0.025,"(216, 313, 322, 530)"
249,9.004,41.75,38.89,0.014,"(216, 313, 322, 530)"
250,9.037,41.66,38.80,0.028,"(216, 313, 322, 530)"
251,9.072,41.73,38.86,0.021,"(216, 313, 322, 530)"
252,9.104,41.72,38.86,0.030,"(216, 313, 322, 530)"
253,9.138,41.64,38.79,0.026,"(216, 313, 322, 530)"
254,9.171,41.69,38.83,0.027,"(216, 313, 322, 530)"
255,9.204,41.70,38.84,0.020,"(216, 313, 322, 530)"
256,9.238,41.63,38.78,0.032,"(216, 313, 322, 530)"
257,9.271,41.68,38.83,0.028,"(216, 313, 322, 530)"
258,9.305,41.70,38.85,0.028,"(216, 313, 322, 530)"
259,9.338,41.63,38.77,0.029,"(216, 313, 322, 530)"
260,9.372,41.74,38.87,0.028,"(216, 313, 322, 530)"
261,9.404,41.75,38.86,0.024,"(216, 313, 322, 530)"
262,9.438,41.71,38.81,0.020,"(216, 313, 322, 530)"
263,9.471,41.77,38.89,0.020,"(216, 313, 322, 530)"
264,9.505,41.75,38.87,0.019,"(216, 313, 322, 530)"
265,9.539,41.68,38.80,0.021,"(216, 313, 322, 530)"
266,9.572,41.76,38.87,0.026,"(216, 313, 322, 530)"
267,9.605,41.76,38.86,0.018,"(216, 313, 322, 530)"
268,9.638,41.68,38.80,0.025,"(216, 313, 322, 530)"
269,9.671,41.74,38.86,0.026,"(216, 313, 322, 530)"
270,9.705,41.71,38.84,0.020,"(216, 313, 322, 530)"
271,9.739,41.67,38.80,0.025,"(216, 313, 322, 530)"
272,9.772,41.74,38.86,0.030,"(216, 313, 322, 530)"
273,9.805,41.72,38.84,0.023,"(216, 313, 322, 530)"
274,9.838,41.71,38.82,0.019,"(216, 313, 322, 530)"
275,9.872,41.79,38.90,0.026,"(216, 313, 322, 530)"
276,9.906,41.75,38.87,0.027,"(216, 313, 322, 530)"
277,9.939,41.70,38.83,0.022,"(216, 313, 322, 530)"
278,9.972,41.76,38.87,0.021,"(216, 313, 322, 530)"
279,10.005,41.72,38.84,0.024,"(216, 313, 322, 530)"
280,10.039,41.68,38.80,0.029,"(216, 313, 322, 530)"
281,10.072,41.72,38.84,0.026,"(216, 313, 322, 530)"
282,10.106,41.65,38.78,0.030,"(216, 313, 322, 530)"
283,10.139,41.62,38.76,0.026,"(216, 313, 322, 530)"
284,10.172,41.70,38.82,0.022,"(216, 313, 322, 530)"
285,10.206,41.64,38.76,0.023,"(216, 313, 322, 530)"
286,10.239,41.61,38.72,0.025,"(216, 313, 322, 530)"
287,10.272,41.69,38.82,0.023,"(216, 313, 322, 530)"
288,10.305,41.61,38.74,0.024,"(216, 313, 322, 530)"
289,10.339,41.61,38.74,0.023,"(216, 313, 322, 530)"
290,10.373,41.71,38.83,0.020,"(216, 313, 322, 530)"
291,10.406,41.65,38.78,0.015,"(216, 313, 322, 530)"
292,10.439,41.64,38.76,0.020,"(216, 313, 322, 530)"
293,10.472,41.76,38.85,0.044,"(216, 313, 322, 530)"
294,10.506,41.66,38.76,0.018,"(216, 313, 322, 530)"
295,10.539,41.67,38.77,0.021,"(216, 313, 322, 530)"
296,10.572,41.76,38.87,0.024,"(216, 313, 322, 530)"
297,10.606,41.65,38.75,0.020,"(216, 313, 322, 530)"
298,10.640,41.67,38.78,0.026,"(216, 313, 322, 530)"
299,10.673,41.74,38.83,0.039,"(216, 313, 322, 530)"
300,10.706,41.66,38.76,0.031,"(216, 313, 322, 530)"
301,10.740,41.65,38.74,0.019,"(216, 313, 322, 530)"
302,10.773,41.72,38.83,0.029,"(216, 313, 322, 530)"
303,10.806,41.66,38.78,0.027,"(216, 313, 322, 530)"
304,10.839,41.69,38.80,0.026,"(216, 313, 322, 530)"
305,10.874,41.77,38.87,0.049,"(216, 313, 322, 530)"
306,10.907,41.68,38.79,0.025,"(216, 313, 322, 530)"
307,10.940,41.71,38.82,0.034,"(216, 313, 322, 530)"
308,10.973,41.75,38.86,0.025,"(216, 313, 322, 530)"
309,11.006,41.67,38.78,0.031,"(216, 313, 322, 530)"
310,11.039,41.71,38.81,0.021,"(216, 313, 322, 530)"
311,11.073,41.77,38.86,0.025,"(216, 313, 322, 530)"
312,11.107,41.68,38.77,0.024,"(216, 313, 322, 530)"
313,11.140,41.71,38.82,0.018,"(216, 313, 322, 530)"
314,11.173,41.75,38.86,0.019,"(216, 313, 322, 530)"
315,11.207,41.65,38.77,0.022,"(216, 313, 322, 530)"
316,11.240,41.74,38.83,0.039,"(216, 313, 322, 530)"
317,11.274,41.73,38.82,0.035,"(216, 313, 322, 530)"
318,11.307,41.66,38.76,0.020,"(216, 313, 322, 530)"
319,11.340,41.70,38.80,0.019,"(216, 313, 322, 530)"
320,11.373,41.72,38.81,0.017,"(216, 313, 322, 530)"
321,11.407,41.65,38.75,0.023,"(216, 313, 322, 530)"
322,11.441,41.70,38.80,0.022,"(216, 313, 322, 530)"
323,11.474,41.70,38.83,0.021,"(216, 313, 322, 530)"
324,11.508,41.68,38.80,0.019,"(216, 313, 322, 530)"
325,11.540,41.76,38.86,0.019,"(216, 313, 322, 530)"
326,11.574,41.72,38.83,0.021,"(216, 313, 322, 530)"
327,11.607,41.70,38.81,0.018,"(216, 313, 322, 530)"
328,11.641,41.78,38.87,0.012,"(216, 313, 322, 530)"
329,11.674,41.78,38.85,0.018,"(216, 313, 322, 530)"
330,11.708,41.79,38.85,0.025,"(216, 313, 322, 530)"
331,11.741,41.86,38.92,0.013,"(216, 313, 322, 530)"
332,11.775,41.77,38.86,0.009,"(216, 313, 322, 530)"
333,11.808,41.66,38.77,0.015,"(216, 313, 322, 530)"
334,11.841,41.71,38.83,0.019,"(216, 313, 322, 530)"
335,11.875,41.68,38.80,0.015,"(216, 313, 322, 530)"
336,11.908,41.59,38.71,0.015,"(216, 313, 322, 530)"
337,11.941,41.67,38.80,0.019,"(216, 313, 322, 530)"
338,11.974,41.64,38.76,0.015,"(216, 313, 322, 530)"
339,12.007,41.59,38.71,0.012,"(216, 313, 322, 530)"
340,12.041,41.70,38.82,0.020,"(216, 313, 322, 530)"
341,12.074,41.67,38.79,0.013,"(216, 313, 322, 530)"
342,12.108,41.65,38.77,0.021,"(216, 313, 322, 530)"
343,12.142,41.71,38.82,0.023,"(216, 313, 322, 530)"
344,12.175,41.68,38.79,0.020,"(216, 313, 322, 530)"
345,12.208,41.64,38.76,0.020,"(216, 313, 322, 530)"
346,12.242,41.75,38.87,0.014,"(216, 313, 322, 530)"
347,12.275,41.69,38.81,0.016,"(216, 313, 322, 530)"
348,12.308,41.70,38.83,0.016,"(216, 313, 322, 530)"
349,12.341,41.77,38.88,0.014,"(216, 313, 322, 530)"
350,12.375,41.71,38.83,0.023,"(216, 313, 322, 530)"
351,12.408,41.69,38.79,0.017,"(216, 313, 322, 530)"
352,12.441,41.77,38.87,0.016,"(216, 313, 322, 530)"
353,12.475,41.69,38.80,0.020,"(216, 313, 322, 530)"
354,12.509,41.68,38.79,0.025,"(216, 313, 322, 530)"
355,12.542,41.76,38.87,0.021,"(216, 313, 322, 530)"
356,12.575,41.72,38.82,0.025,"(216, 313, 322, 530)"
357,12.609,41.70,38.80,0.017,"(216, 313, 322, 530)"
358,12.642,41.76,38.87,0.017,"(216, 313, 322, 530)"
359,12.676,41.68,38.80,0.016,"(216, 313, 322, 530)"
360,12.709,41.64,38.77,0.015,"(216, 313, 322, 530)"
361,12.742,41.73,38.86,0.023,"(216, 313, 322, 530)"
362,12.775,41.64,38.78,0.023,"(216, 313, 322, 530)"
363,12.809,41.65,38.77,0.020,"(216, 313, 322, 530)"
364,12.841,41.72,38.85,0.017,"(216, 313, 322, 530)"
365,12.875,41.66,38.80,0.020,"(216, 313, 322, 530)"
366,12.909,41.65,38.79,0.019,"(216, 313, 322, 530)"
367,12.942,41.71,38.84,0.014,"(216, 313, 322, 530)"
368,12.976,41.64,38.78,0.016,"(216, 313, 322, 530)"
369,13.009,41.64,38.79,0.019,"(216, 313, 322, 530)"
370,13.042,41.71,38.85,0.016,"(216, 313, 322, 530)"
371,13.076,41.60,38.74,0.018,"(216, 313, 322, 530)"
372,13.108,41.66,38.80,0.016,"(216, 313, 322, 530)"
373,13.142,41.72,38.84,0.027,"(216, 313, 322, 530)"
374,13.176,41.60,38.72,0.012,"(216, 313, 322, 530)"
375,13.209,41.64,38.77,0.025,"(216, 313, 322, 530)"
376,13.243,41.70,38.85,0.020,"(216, 313, 322, 530)"
377,13.276,41.58,38.75,0.021,"(216, 313, 322, 530)"
378,13.309,41.59,38.76,0.024,"(216, 313, 322, 530)"
379,13.343,41.67,38.82,0.022,"(216, 313, 322, 530)"
380,13.377,41.53,38.70,0.021,"(216, 313, 322, 530)"
381,13.409,41.58,38.74,0.028,"(216, 313, 322, 530)"
382,13.443,41.60,38.76,0.017,"(216, 313, 322, 530)"
383,13.475,41.49,38.67,0.018,"(216, 313, 322, 530)"
384,13.509,41.56,38.73,0.027,"(216, 313, 322, 530)"
385,13.543,41.58,38.75,0.021,"(216, 313, 322, 530)"
386,13.576,41.50,38.68,0.028,"(216, 313, 322, 530)"
387,13.609,41.57,38.73,0.019,"(216, 313, 322, 530)"
388,13.643,41.67,38.81,0.017,"(216, 313, 322, 530)"
389,13.676,41.61,38.74,0.021,"(216, 313, 322, 530)"
390,13.710,41.68,38.82,0.020,"(216, 313, 322, 530)"
391,13.743,41.69,38.82,0.019,"(216, 313, 322, 530)"
392,13.777,41.65,38.78,0.016,"(216, 313, 322, 530)"
393,13.809,41.68,38.80,0.023,"(216, 313, 322, 530)"
394,13.843,41.66,38.79,0.023,"(216, 313, 322, 530)"
395,13.876,41.58,38.71,0.025,"(216, 313, 322, 530)"
396,13.909,41.63,38.76,0.021,"(216, 313, 322, 530)"
397,13.943,41.62,38.74,0.024,"(216, 313, 322, 530)"
398,13.976,41.55,38.68,0.018,"(216, 313, 322, 530)"
399,14.010,41.63,38.76,0.021,"(216, 313, 322, 530)"
400,14.043,41.59,38.73,0.027,"(216, 313, 322, 530)"
401,14.077,41.56,38.69,0.018,"(216, 313, 322, 530)"
402,14.111,41.63,38.76,0.019,"(216, 313, 322, 530)"
403,14.143,41.65,38.77,0.032,"(216, 313, 322, 530)"
404,14.177,41.64,38.75,0.019,"(216, 313, 322, 530)"
405,14.210,41.72,38.83,0.020,"(216, 313, 322, 530)"
406,14.244,41.71,38.82,0.019,"(216, 313, 322, 530)"
407,14.277,41.68,38.79,0.021,"(216, 313, 322, 530)"
408,14.310,41.75,38.84,0.027,"(216, 313, 322, 530)"
409,14.343,41.69,38.78,0.023,"(216, 313, 322, 530)"
410,14.377,41.62,38.71,0.018,"(216, 313, 322, 530)"
411,14.410,41.69,38.78,0.017,"(216, 313, 322, 530)"
412,14.443,41.66,38.75,0.019,"(216, 313, 322, 530)"
413,14.478,41.60,38.70,0.019,"(216, 313, 322, 530)"
414,14.511,41.69,38.78,0.016,"(216, 313, 322, 530)"
415,14.545,41.67,38.76,0.013,"(216, 313, 322, 530)"
416,14.578,41.63,38.73,0.022,"(216, 313, 322, 530)"
417,14.611,41.74,38.82,0.020,"(216, 313, 322, 530)"
418,14.644,41.74,38.83,0.025,"(216, 313, 322, 530)"
