frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
234,12.059,61.58,61.62,0.022,"(217, 354, 320, 528)"
235,12.106,61.71,61.74,0.016,"(217, 354, 320, 528)"
236,12.153,61.61,61.63,0.008,"(217, 354, 320, 528)"
237,12.201,61.70,61.73,0.016,"(217, 354, 320, 528)"
238,12.251,61.57,61.60,0.014,"(217, 354, 320, 528)"
239,12.297,61.68,61.71,0.005,"(217, 354, 320, 528)"
240,12.346,61.55,61.59,0.015,"(217, 354, 320, 528)"
241,12.393,61.67,61.70,0.012,"(217, 354, 320, 528)"
242,12.440,61.56,61.59,0.016,"(217, 354, 320, 528)"
243,12.488,61.65,61.69,0.015,"(217, 354, 320, 528)"
244,12.538,61.52,61.55,0.017,"(217, 354, 320, 528)"
245,12.584,61.67,61.70,0.012,"(217, 354, 320, 528)"
246,12.632,61.54,61.57,0.015,"(217, 354, 320, 528)"
247,12.680,61.68,61.71,0.032,"(217, 354, 320, 528)"
248,12.727,61.62,61.66,0.014,"(217, 354, 320, 528)"
249,12.775,61.69,61.73,0.007,"(217, 354, 320, 528)"
250,12.823,61.65,61.68,0.011,"(217, 354, 320, 528)"
251,12.872,61.69,61.72,0.012,"(217, 354, 320, 528)"
252,12.920,61.60,61.63,0.014,"(217, 354, 320, 528)"
253,12.967,61.71,61.74,0.022,"(217, 354, 320, 528)"
254,13.014,61.62,61.65,0.015,"(217, 354, 320, 528)"
255,13.060,61.59,61.62,0.024,"(217, 354, 320, 528)"
256,13.106,61.59,61.63,0.013,"(217, 354, 320, 528)"
257,13.155,61.57,61.60,0.030,"(217, 354, 320, 528)"
258,13.202,61.58,61.60,0.012,"(217, 354, 320, 528)"
259,13.250,61.56,61.59,0.011,"(217, 354, 320, 528)"
260,13.297,61.67,61.70,0.010,"(217, 354, 320, 528)"
261,13.344,61.57,61.61,0.005,"(217, 354, 320, 528)"
262,13.390,61.69,61.72,0.005,"(217, 354, 320, 528)"
263,13.438,61.61,61.64,0.007,"(217, 354, 320, 528)"
264,13.486,61.68,61.72,0.004,"(217, 354, 320, 528)"
265,13.532,61.56,61.60,0.014,"(217, 354, 320, 528)"
266,13.580,61.65,61.69,0.011,"(217, 354, 320, 528)"
267,13.626,61.55,61.58,0.014,"(217, 354, 320, 528)"
268,13.676,61.70,61.73,0.018,"(217, 354, 320, 528)"
269,13.725,61.53,61.56,0.003,"(217, 354, 320, 528)"
270,13.772,61.71,61.74,0.014,"(217, 354, 320, 528)"
271,13.821,61.57,61.60,0.008,"(217, 354, 320, 528)"
272,13.868,61.71,61.73,0.013,"(217, 354, 320, 528)"
273,13.916,61.58,61.61,0.013,"(217, 354, 320, 528)"
274,13.964,61.64,61.66,0.003,"(217, 354, 320, 528)"
275,14.013,61.56,61.59,0.016,"(217, 354, 320, 528)"
276,14.063,61.64,61.67,0.006,"(217, 354, 320, 528)"
277,14.113,61.56,61.59,0.011,"(217, 354, 320, 528)"
278,14.160,61.65,61.68,0.009,"(217, 354, 320, 528)"
279,14.208,61.56,61.59,0.018,"(217, 354, 320, 528)"
280,14.257,61.63,61.67,0.002,"(217, 354, 320, 528)"
281,14.304,61.53,61.56,0.011,"(217, 354, 320, 528)"
282,14.353,61.65,61.68,0.009,"(217, 354, 320, 528)"
283,14.401,61.52,61.55,0.009,"(217, 354, 320, 528)"
284,14.450,61.65,61.68,0.006,"(217, 354, 320, 528)"
