color_bbox_mean_r,color_bbox_mean_g,color_poly_mean_b,color_poly_std_b,hsv_bbox_mean_h,hsv_bbox_mean_s,hsv_poly_mean_h,hsv_poly_mean_s,hsv_poly_mean_v,color_bbox_entropy,color_poly_entropy,ir_cluster,level2_class
112.796,103.643,131.215,8.722,18.182,53.53,32.741,17.311,140.463,5.988,4.574,79.68,lard
112.711,103.745,131.245,8.98,18.603,54.25,33.946,17.492,140.595,5.987,4.593,79.53,lard
112.762,103.717,131.417,9.157,18.484,54.123,35.931,17.095,140.417,5.987,4.553,79.53,lard
112.884,103.647,131.557,9.003,18.088,53.543,34.84,16.852,140.477,5.98,4.604,79.66,lard
112.799,103.793,131.014,9.026,18.57,54.205,34.451,18.064,140.608,5.984,4.598,79.5,lard
112.705,103.724,130.992,8.659,18.507,53.92,32.953,17.49,140.314,5.977,4.575,79.54,lard
112.709,103.497,130.467,8.484,18.158,53.64,33.156,17.593,139.845,5.977,4.502,79.64,lard
112.374,103.314,129.767,8.085,18.473,54.131,33.062,17.35,139.01,5.968,4.437,79.51,lard
112.185,103.216,128.667,7.803,18.566,54.23,31.465,18.214,138.426,5.957,4.371,79.53,lard
111.95,102.914,127.784,7.409,18.27,53.55,30.297,18.343,137.576,5.952,4.282,79.61,lard
111.558,102.697,127.066,7.13,18.616,54.153,31.157,18.126,136.659,5.937,4.225,79.48,lard
111.28,102.442,125.923,6.681,18.636,54.173,30.477,19.017,135.986,5.931,4.17,79.52,lard
111.252,102.081,125.37,6.546,18.139,54.086,29.127,18.858,135.314,5.933,4.057,79.59,lard
110.826,101.884,124.433,6.406,18.453,54.196,30.084,19.173,134.486,5.916,4.006,79.49,lard
110.538,101.76,124.126,6.186,18.641,54.123,29.712,18.97,134.048,5.911,3.966,79.51,lard
110.356,101.349,123.442,5.924,18.159,53.614,28.791,19.149,133.429,5.896,3.921,79.55,lard
109.981,101.267,122.908,6.091,18.629,53.968,30.102,19.244,132.881,5.883,3.878,79.5,lard
109.944,101.222,122.774,5.766,18.649,54.216,28.992,19.164,132.716,5.885,3.831,79.5,lard
109.983,100.998,122.38,5.713,18.156,53.439,28.043,19.61,132.531,5.883,3.85,79.54,lard
109.718,101.094,122.18,5.912,18.702,53.837,29.056,19.536,132.266,5.885,3.772,79.49,lard
109.849,101.134,122.275,5.96,18.53,53.603,30.012,19.352,132.281,5.88,3.769,79.51,lard
109.922,101.139,122.202,5.784,18.278,52.847,28.612,19.557,132.307,5.875,3.836,79.52,lard
109.994,101.399,122.458,5.817,18.739,53.609,29.226,19.31,132.449,5.88,3.806,79.52,lard
110.239,101.568,122.638,5.85,18.676,53.819,29.698,19.377,132.67,5.882,3.783,79.54,lard
110.436,101.631,123.118,5.699,18.363,53.036,28.218,18.995,132.983,5.882,3.841,79.53,lard
110.652,101.835,122.666,6.075,18.587,54.092,29.719,20.075,133.107,5.905,3.873,79.53,lard
110.793,101.986,123.344,5.906,18.581,54.076,29.156,18.957,133.216,5.892,3.913,79.54,lard
111.058,101.922,123.698,5.944,18.031,53.54,28.067,19.092,133.667,5.908,3.933,79.5,lard
111.052,102.114,123.716,6.06,18.487,54.144,29.407,19.163,133.711,5.909,3.938,79.53,lard
111.0,102.172,123.772,6.0,18.552,53.933,29.349,19.08,133.746,5.909,3.931,79.54,lard
111.157,102.059,123.514,6.027,18.129,53.603,28.317,19.449,133.682,5.912,3.877,79.5,lard
111.058,102.069,123.259,6.13,18.478,54.389,29.665,19.407,133.36,5.905,3.843,79.56,lard
110.899,102.029,122.858,5.838,18.553,54.096,29.123,19.974,133.265,5.897,3.823,79.56,lard
110.922,101.798,122.842,5.74,18.146,53.829,28.323,19.323,132.88,5.891,3.772,79.47,lard
110.554,101.773,122.512,5.735,18.551,53.851,28.011,19.697,132.719,5.882,3.78,79.56,lard
110.566,101.603,122.168,5.766,18.441,54.425,28.135,20.319,132.715,5.896,3.813,79.55,lard
110.227,101.274,122.252,5.623,18.195,53.516,28.1,19.723,132.46,5.876,3.793,79.45,lard
110.021,101.207,121.783,5.765,18.598,54.575,28.367,20.461,132.369,5.891,3.787,79.55,lard
109.927,100.985,121.714,5.745,18.452,54.574,29.002,20.317,132.212,5.876,3.822,79.52,lard
109.794,100.696,121.656,5.766,18.127,54.252,28.134,20.574,132.285,5.889,3.829,79.43,lard
109.651,100.739,122.032,5.985,18.427,54.478,28.871,20.083,132.421,5.88,3.853,79.54,lard
109.724,100.889,122.489,6.095,18.539,54.569,29.977,19.725,132.711,5.89,3.897,79.53,lard
110.046,100.933,123.261,6.139,18.082,53.917,27.737,19.283,133.298,5.899,3.957,79.44,lard
110.349,101.35,123.994,6.63,18.43,54.799,29.824,19.645,134.276,5.916,4.049,79.57,lard
110.793,101.708,125.241,6.77,18.393,54.679,29.938,18.671,135.059,5.937,4.141,79.54,lard
111.342,101.977,126.67,6.945,17.916,54.209,30.526,18.3,136.386,5.952,4.251,79.44,lard
111.596,102.549,127.77,7.355,18.52,54.714,32.395,18.185,137.458,5.962,4.323,79.61,lard
112.024,102.907,128.81,8.226,18.411,54.613,30.947,18.195,138.514,5.968,4.419,79.56,lard
112.443,103.131,129.842,8.155,18.057,54.013,31.451,17.731,139.283,5.974,4.457,79.45,lard
112.687,103.463,130.321,8.903,18.326,54.581,32.508,17.911,139.9,5.991,4.535,79.65,lard
112.945,103.582,130.666,8.979,18.2,54.673,33.597,17.81,140.255,5.987,4.581,79.58,lard
113.012,103.53,130.864,8.547,17.916,54.12,31.819,17.728,140.419,5.988,4.587,79.46,lard
113.011,103.668,130.765,9.099,18.295,54.935,34.524,18.154,140.474,5.991,4.583,79.66,lard
113.019,103.733,131.037,8.851,18.344,54.863,33.091,17.428,140.413,5.993,4.588,79.56,lard
112.381,102.979,127.107,6.991,17.907,53.998,29.454,18.709,137.105,5.956,4.22,79.41,lard
110.619,101.467,122.047,5.907,18.367,55.161,28.32,20.301,132.546,5.894,3.853,79.59,lard
109.372,100.471,124.499,6.95,18.396,54.369,30.955,18.926,134.372,5.923,4.197,79.47,lard
108.965,99.964,124.934,7.107,18.205,54.578,30.418,18.671,134.679,5.928,4.277,79.37,lard
108.949,100.071,125.06,7.33,18.555,55.379,31.991,18.7,134.837,5.942,4.284,79.61,lard
109.029,100.08,124.757,7.269,18.557,55.603,30.923,19.448,134.911,5.926,4.321,79.49,lard
109.13,99.878,124.625,6.924,17.944,54.716,30.034,18.84,134.485,5.929,4.239,79.37,lard
108.895,99.89,124.013,7.145,18.465,55.579,29.684,19.256,134.082,5.928,4.216,79.61,lard
108.622,99.589,122.532,6.361,18.408,55.736,28.824,19.684,132.733,5.903,4.082,79.46,lard
108.267,99.172,121.689,6.392,18.084,54.82,28.244,19.615,131.784,5.882,4.026,79.37,lard
107.909,99.057,120.344,6.389,18.475,55.221,28.907,20.687,130.925,5.852,3.978,79.6,lard
108.138,99.285,121.805,6.641,18.544,55.564,28.933,20.093,132.158,5.869,4.027,79.47,lard
108.648,99.457,123.332,6.688,17.967,54.664,29.889,19.038,133.22,5.891,4.149,79.36,lard
109.016,100.065,124.608,6.899,18.422,55.195,31.066,19.163,134.664,5.904,4.267,79.62,lard
109.578,100.585,125.948,7.447,18.516,55.344,31.915,18.682,135.761,5.93,4.33,79.48,lard
110.048,100.831,126.785,7.579,18.094,54.746,31.507,18.603,136.614,5.952,4.413,79.4,lard
110.507,101.327,127.311,8.064,18.364,55.334,31.645,18.611,137.132,5.961,4.4,79.65,lard
110.82,101.602,127.938,8.251,18.303,55.221,32.528,18.433,137.644,5.965,4.438,79.48,lard
111.053,101.767,128.407,8.146,18.052,54.442,31.375,18.051,137.975,5.967,4.422,79.41,lard
111.285,102.135,128.761,8.334,18.454,55.163,33.108,17.693,138.1,5.978,4.458,79.66,lard
111.39,102.326,128.925,8.432,18.538,55.15,33.009,18.032,138.513,5.977,4.503,79.48,lard
111.695,102.279,129.078,8.351,17.946,54.48,31.698,18.2,138.756,5.972,4.49,79.4,lard
111.691,102.496,129.316,8.582,18.313,54.852,32.696,17.922,138.81,5.971,4.534,79.66,lard
111.895,102.532,129.258,8.38,18.291,55.418,32.619,17.976,138.869,5.981,4.542,79.49,lard
111.909,102.498,129.438,8.474,17.975,54.399,30.813,18.023,139.013,5.977,4.51,79.41,lard
111.879,102.628,129.252,8.612,18.38,55.215,32.028,18.164,138.973,5.983,4.523,79.66,lard
111.946,102.639,129.29,8.53,18.274,55.092,32.419,18.282,139.055,5.979,4.53,79.47,lard
111.984,102.517,129.635,8.549,17.872,54.376,32.039,17.852,139.124,5.981,4.528,79.43,lard
111.972,102.688,129.276,8.686,18.334,55.281,33.056,18.396,139.028,5.98,4.502,79.66,lard
111.93,102.654,129.639,8.522,18.291,55.055,32.482,17.787,139.113,5.981,4.515,79.48,lard
111.944,102.578,129.62,8.625,18.039,54.485,32.31,17.626,139.025,5.988,4.522,79.44,lard
111.895,102.637,129.579,8.649,18.378,55.357,33.108,17.951,139.073,5.989,4.54,79.66,lard
111.811,102.572,129.281,8.666,18.286,54.858,32.403,18.282,139.005,5.973,4.534,79.46,lard
111.825,102.407,129.486,8.706,17.89,54.241,32.513,18.027,139.011,5.984,4.516,79.44,lard
111.602,102.501,129.267,8.696,18.437,54.806,33.038,17.961,138.783,5.982,4.523,79.66,lard
111.706,102.44,129.214,8.661,18.361,55.365,33.32,17.946,138.747,5.982,4.524,79.45,lard
111.798,102.257,129.0,8.354,17.924,54.892,32.29,18.466,138.842,5.978,4.533,79.45,lard
111.49,102.328,128.868,8.613,18.442,55.134,33.595,18.241,138.523,5.975,4.497,79.65,lard
111.529,102.227,128.773,8.824,18.291,55.356,32.422,18.417,138.523,5.976,4.516,79.46,lard
111.576,102.0,128.806,8.372,17.799,54.844,32.246,18.263,138.436,5.982,4.478,79.46,lard
111.247,102.1,128.645,8.436,18.401,55.089,32.286,18.096,138.222,5.973,4.453,79.64,lard
111.136,101.958,128.238,8.342,18.45,55.587,32.867,18.528,138.063,5.975,4.474,79.44,lard
111.106,101.735,128.197,8.142,17.988,54.691,31.253,18.3,137.926,5.976,4.465,79.46,lard
110.998,101.767,128.173,8.179,18.291,55.365,31.831,18.214,137.836,5.976,4.478,79.62,lard
110.915,101.722,128.179,8.324,18.36,55.391,33.058,18.183,137.737,5.97,4.432,79.45,lard
110.865,101.551,128.189,8.298,17.998,54.536,32.27,18.006,137.605,5.964,4.455,79.47,lard
110.639,101.477,127.659,8.243,18.373,55.417,32.766,18.428,137.397,5.972,4.46,79.61,lard
110.137,101.144,127.245,8.177,18.484,55.111,32.77,18.267,136.864,5.955,4.397,79.42,lard
109.79,100.537,126.709,7.852,17.947,54.578,30.51,18.482,136.411,5.951,4.387,79.46,lard
109.01,100.06,125.688,7.641,18.415,55.288,31.576,18.579,135.409,5.923,4.369,79.55,lard
108.441,99.662,123.901,7.003,18.593,55.047,31.607,19.1,133.836,5.905,4.238,79.43,lard
108.595,99.486,121.616,6.4,18.037,54.545,28.663,20.348,132.101,5.87,3.978,79.44,lard
109.166,100.102,122.193,6.5,18.36,55.489,28.863,19.952,132.506,5.893,3.945,79.53,lard
109.462,100.532,123.379,6.519,18.491,55.078,28.321,19.598,133.609,5.912,4.071,79.45,lard
109.815,100.535,124.421,6.572,18.052,55.095,28.724,19.188,134.474,5.935,4.155,79.47,lard
109.243,100.419,124.765,7.061,18.547,54.943,30.64,18.986,134.719,5.932,4.208,79.53,lard
109.044,100.245,125.108,7.6,18.595,54.998,31.093,18.844,134.973,5.926,4.362,79.44,lard
109.972,100.796,125.842,7.946,18.103,54.515,30.49,18.929,135.751,5.941,4.437,79.49,lard
112.006,102.76,128.573,8.52,18.341,55.014,32.545,18.493,138.46,5.97,4.479,79.58,lard
112.892,103.566,130.735,8.831,18.28,54.818,31.957,17.673,140.258,5.987,4.591,79.5,lard
112.854,103.457,130.983,8.862,18.006,54.109,32.246,17.56,140.341,5.986,4.575,79.53,lard
112.687,103.461,130.377,8.932,18.367,54.625,33.623,18.147,140.03,5.978,4.557,79.55,lard
112.571,103.296,130.486,8.73,18.306,54.871,31.677,17.868,140.092,5.984,4.604,79.51,lard
112.49,102.923,130.098,8.621,17.858,54.669,31.469,17.776,139.614,5.979,4.5,79.53,lard
111.743,102.662,128.774,8.26,18.472,54.533,33.137,18.418,138.53,5.973,4.44,79.53,lard
111.314,102.215,127.835,7.808,18.442,54.901,31.473,18.456,137.615,5.956,4.374,79.49,lard
110.95,101.638,127.083,7.416,17.991,54.497,30.762,18.008,136.595,5.949,4.307,79.49,lard
110.33,101.269,125.569,6.974,18.389,54.846,30.481,18.739,135.445,5.932,4.243,79.48,lard
109.776,100.939,123.891,6.535,18.653,54.9,29.457,19.441,134.065,5.907,4.165,79.49,lard
109.713,100.465,123.222,6.373,18.008,54.824,28.535,19.423,133.322,5.898,4.055,79.49,lard
109.275,100.372,122.325,6.251,18.543,55.13,29.045,19.732,132.542,5.889,3.966,79.44,lard
109.193,100.253,121.851,6.095,18.484,55.054,29.432,20.045,132.216,5.875,3.888,79.48,lard
109.273,100.206,121.577,5.822,18.142,54.337,28.11,20.22,132.009,5.877,3.86,79.46,lard
109.304,100.363,121.466,5.902,18.447,54.964,29.191,20.271,131.926,5.872,3.816,79.42,lard
109.514,100.519,121.468,5.682,18.44,55.081,28.464,20.077,131.816,5.868,3.809,79.48,lard
109.834,100.679,121.757,5.568,18.05,54.137,28.012,19.834,131.986,5.88,3.788,79.49,lard
109.966,101.08,121.454,5.769,18.568,54.803,27.683,21.077,132.357,5.883,3.837,79.43,lard
110.331,101.317,122.029,5.917,18.479,54.995,28.026,20.311,132.547,5.879,3.818,79.5,lard
110.626,101.481,122.38,5.711,18.131,54.106,28.01,19.948,132.723,5.888,3.798,79.51,lard
110.859,101.771,122.482,5.768,18.375,54.707,27.584,20.479,133.15,5.892,3.793,79.41,lard
111.093,101.917,122.631,5.828,18.282,54.715,28.006,20.403,133.262,5.902,3.849,79.53,lard
111.211,101.984,122.955,5.723,18.048,53.912,26.863,20.344,133.59,5.895,3.819,79.51,lard
111.222,102.149,123.062,5.798,18.389,54.42,28.646,20.0,133.49,5.901,3.837,79.42,lard
111.396,102.26,123.24,5.879,18.36,54.694,28.58,19.926,133.648,5.908,3.838,79.54,lard
111.62,102.273,123.75,5.795,17.963,54.149,27.013,19.648,134.046,5.905,3.823,79.51,lard
111.58,102.452,123.77,5.821,18.357,54.45,29.197,19.759,134.127,5.906,3.799,79.39,lard
111.712,102.618,124.141,5.872,18.375,54.465,27.921,19.67,134.489,5.904,3.865,79.55,lard
111.963,102.636,124.495,5.954,18.001,53.955,27.085,19.555,134.801,5.907,3.84,79.51,lard
111.979,102.855,124.613,5.944,18.354,54.257,28.766,19.455,134.866,5.908,3.891,79.39,lard
112.131,102.977,124.918,6.034,18.357,54.416,28.46,19.405,135.193,5.923,3.883,79.54,lard
112.345,103.018,125.378,5.899,18.013,53.943,27.892,19.171,135.538,5.922,3.927,79.5,lard
112.35,103.255,125.532,6.164,18.457,54.468,28.004,19.242,135.723,5.927,3.922,79.39,lard
112.431,103.327,125.961,6.206,18.445,54.33,29.549,18.967,136.045,5.918,3.949,79.58,lard
112.637,103.263,126.227,6.028,17.95,53.702,28.566,19.203,136.464,5.93,3.973,79.5,lard
112.622,103.512,126.582,6.446,18.395,54.24,29.27,19.184,136.837,5.928,4.014,79.39,lard
112.823,103.628,127.175,6.543,18.382,54.38,28.85,18.984,137.356,5.939,4.093,79.59,lard
113.075,103.626,127.767,6.573,17.851,53.774,29.111,18.93,137.932,5.951,4.153,79.5,lard
113.071,103.937,128.293,7.01,18.439,54.393,29.962,18.899,138.468,5.956,4.225,79.37,lard
113.33,104.023,128.914,7.365,18.305,54.568,31.795,18.707,139.007,5.956,4.298,79.61,lard
113.588,104.118,130.179,7.855,18.029,54.219,29.932,17.792,139.788,5.967,4.397,79.51,lard
113.526,104.317,130.816,8.256,18.375,54.285,31.703,17.641,140.352,5.97,4.482,79.39,lard
113.531,104.414,131.298,8.491,18.515,54.168,31.318,17.828,140.907,5.976,4.556,79.62,lard
113.862,104.301,131.765,8.606,17.909,54.232,32.237,17.838,141.443,5.991,4.609,79.52,lard
113.658,104.448,131.733,8.688,18.438,54.43,31.881,17.892,141.439,5.99,4.611,79.4,lard
113.771,104.429,131.925,8.953,18.311,54.701,32.592,17.435,141.308,5.989,4.583,79.63,lard
113.828,104.267,131.895,8.767,17.94,54.362,31.244,17.757,141.486,5.994,4.609,79.5,lard
113.577,104.272,131.74,8.825,18.308,54.527,31.467,17.803,141.362,5.997,4.599,79.38,lard
113.577,104.234,131.871,8.916,18.287,54.673,33.431,17.387,141.194,5.992,4.597,79.65,lard
113.008,103.427,126.994,6.827,17.848,54.412,29.054,19.156,137.261,5.957,4.151,79.47,lard
110.888,101.841,122.549,5.758,18.448,54.842,28.071,20.254,133.09,5.888,3.859,79.33,lard
109.887,100.944,125.061,6.89,18.47,54.607,30.031,19.117,135.119,5.938,4.244,79.58,lard
109.595,100.466,125.617,7.108,18.048,54.168,30.004,18.713,135.456,5.927,4.284,79.41,lard
109.689,100.626,125.52,7.438,18.439,55.549,31.226,19.18,135.602,5.948,4.266,79.33,lard
109.839,100.74,125.671,7.359,18.419,55.608,31.572,18.907,135.607,5.946,4.256,79.61,lard
109.88,100.527,125.305,7.123,17.935,54.99,28.117,19.045,135.353,5.946,4.272,79.42,lard
109.383,100.364,123.853,7.0,18.415,55.447,29.908,20.016,134.335,5.93,4.163,79.34,lard
108.966,99.969,122.408,6.405,18.476,55.47,29.066,20.118,132.851,5.893,3.981,79.56,lard
108.579,99.404,121.204,6.084,18.057,54.985,27.018,20.593,131.814,5.89,4.065,79.37,lard
108.385,99.355,120.981,6.216,18.395,55.781,27.616,20.876,131.727,5.86,3.978,79.33,lard
108.649,99.693,122.731,6.77,18.476,55.568,28.847,19.684,132.953,5.893,4.137,79.57,lard
109.268,100.077,124.321,7.161,18.106,55.052,30.823,19.428,134.385,5.911,4.212,79.39,lard
109.749,100.645,125.726,7.383,18.398,55.512,30.67,18.975,135.706,5.939,4.323,79.34,lard
110.348,101.258,126.608,7.785,18.413,55.348,32.565,18.919,136.607,5.956,4.366,79.6,lard
110.868,101.575,127.762,7.888,18.014,54.291,31.672,18.322,137.47,5.963,4.4,79.41,lard
111.193,102.028,127.976,8.101,18.423,55.321,31.944,18.858,137.954,5.976,4.434,79.38,lard
111.506,102.26,128.891,8.335,18.29,54.976,33.465,18.071,138.413,5.977,4.426,79.61,lard
111.685,102.405,129.169,8.171,18.087,54.296,31.077,17.941,138.746,5.984,4.461,79.43,lard
111.896,102.633,129.359,8.709,18.339,55.123,32.341,18.081,138.969,5.977,4.499,79.4,lard
111.966,102.797,129.484,8.661,18.422,54.992,32.79,18.387,139.261,5.98,4.525,79.63,lard
112.198,102.745,129.762,8.581,17.937,54.346,31.126,18.12,139.444,5.987,4.569,79.41,lard
112.235,102.955,129.791,8.683,18.323,55.082,32.683,18.217,139.498,5.984,4.54,79.41,lard
112.277,103.038,129.906,8.767,18.375,55.0,32.879,18.014,139.461,5.979,4.556,79.63,lard
112.308,102.879,129.869,8.644,17.978,54.403,31.148,18.208,139.634,5.971,4.538,79.42,lard
112.276,103.026,129.886,8.883,18.394,55.179,33.672,18.002,139.37,5.972,4.539,79.42,lard
112.311,102.986,129.759,8.641,18.331,55.321,31.599,18.348,139.604,5.982,4.518,79.61,lard
112.354,102.792,130.133,8.656,17.817,54.378,31.719,17.742,139.554,5.984,4.548,79.42,lard
112.154,102.957,129.745,8.742,18.386,55.004,31.426,18.027,139.42,5.979,4.541,79.42,lard
112.224,102.847,129.7,8.71,18.166,55.011,31.741,18.237,139.487,5.981,4.537,79.58,lard
112.156,102.714,129.865,8.926,17.87,54.123,32.683,17.97,139.335,5.984,4.53,79.42,lard
112.185,102.794,129.775,8.74,18.16,55.063,33.501,18.175,139.435,5.976,4.527,79.44,lard
112.19,102.8,129.8,8.904,18.192,55.198,34.024,18.145,139.407,5.983,4.555,79.57,lard
112.181,102.702,129.908,8.698,17.881,54.478,32.292,17.599,139.245,5.989,4.51,79.42,lard
112.035,102.835,129.579,8.605,18.419,55.125,32.242,18.193,139.306,5.985,4.549,79.46,lard
112.068,102.775,129.771,8.801,18.274,55.011,33.697,17.991,139.334,5.977,4.529,79.55,lard
112.157,102.675,129.814,8.479,17.915,54.611,31.886,17.913,139.302,5.99,4.572,79.44,lard
112.019,102.798,129.777,8.644,18.377,54.838,32.492,17.914,139.318,5.98,4.525,79.45,lard
112.073,102.827,129.532,8.79,18.329,54.936,32.124,18.37,139.365,5.989,4.53,79.54,lard
112.119,102.678,129.853,8.746,17.967,54.423,34.136,18.019,139.355,5.985,4.523,79.44,lard
112.064,102.851,129.893,8.637,18.406,55.108,33.745,17.604,139.276,5.982,4.542,79.47,lard
112.063,102.891,129.825,8.557,18.408,54.938,32.616,17.719,139.284,5.97,4.527,79.53,lard
112.116,102.721,129.919,8.876,17.962,54.099,30.335,17.628,139.316,5.974,4.529,79.44,lard
112.135,102.878,130.069,8.9,18.34,54.987,32.885,17.258,139.202,5.98,4.557,79.48,lard
112.09,102.84,129.854,8.631,18.324,54.893,33.124,17.894,139.397,5.983,4.529,79.51,lard
112.102,102.706,129.92,8.808,17.995,54.324,33.514,17.967,139.437,5.973,4.522,79.46,lard
111.951,102.821,129.85,8.766,18.441,54.736,32.554,17.664,139.255,5.984,4.562,79.49,lard
111.95,102.762,129.591,8.945,18.366,54.772,33.554,18.139,139.226,5.982,4.518,79.5,lard
112.057,102.61,129.799,8.716,17.956,54.558,31.658,17.775,139.264,5.99,4.551,79.45,lard
111.828,102.667,129.404,8.744,18.396,54.949,32.833,18.223,139.098,5.985,4.542,79.5,lard
111.781,102.614,129.429,8.581,18.438,55.169,30.985,17.878,138.995,5.979,4.541,79.5,lard
111.869,102.42,129.415,8.552,17.959,54.646,32.561,17.955,138.979,5.989,4.55,79.49,lard
111.742,102.526,129.355,8.805,18.374,55.082,33.087,18.144,139.021,5.986,4.504,79.51,lard
111.609,102.441,129.402,8.72,18.394,55.212,33.466,17.832,138.795,5.986,4.528,79.46,lard
111.625,102.231,129.251,8.416,17.921,54.364,31.741,17.969,138.84,5.981,4.54,79.47,lard
111.587,102.41,129.316,8.633,18.412,55.1,33.844,17.907,138.834,5.979,4.542,79.5,lard
111.57,102.338,129.215,8.826,18.368,55.351,32.63,18.213,138.861,5.982,4.513,79.45,lard
111.583,102.164,129.228,8.44,17.9,54.357,32.148,17.961,138.782,5.993,4.509,79.48,lard
111.43,102.238,129.275,8.935,18.344,54.973,33.47,17.685,138.568,5.98,4.508,79.5,lard
111.366,102.177,129.229,8.542,18.359,55.188,34.214,17.42,138.442,5.983,4.546,79.43,lard
111.267,101.99,128.861,8.46,18.04,54.29,31.788,18.09,138.477,5.974,4.493,79.51,lard
111.16,102.085,128.495,8.413,18.563,55.161,32.026,18.036,138.056,5.97,4.481,79.51,lard
111.249,102.0,128.614,8.254,18.339,55.362,32.598,17.946,138.136,5.976,4.491,79.42,lard
111.39,101.931,128.819,8.165,17.825,54.345,31.374,18.024,138.411,5.97,4.476,79.47,lard
111.357,102.259,129.028,8.375,18.423,54.831,32.488,18.064,138.629,5.969,4.438,79.5,lard
111.644,102.501,129.264,8.623,18.363,54.819,32.525,18.111,138.928,5.971,4.504,79.43,lard
112.034,102.614,129.635,8.514,17.906,54.179,30.914,18.11,139.313,5.974,4.529,79.51,lard
112.312,103.098,129.746,8.443,18.38,54.898,33.083,17.928,139.286,5.972,4.499,79.51,lard
112.682,103.383,130.225,8.683,18.254,54.778,33.18,17.86,139.78,5.979,4.545,79.41,lard
113.152,103.583,130.702,8.848,17.831,54.27,31.875,18.511,140.602,5.985,4.578,79.53,lard
113.159,103.876,131.077,8.742,18.418,54.988,31.854,17.784,140.685,5.985,4.59,79.51,lard
113.217,103.898,130.964,8.989,18.327,54.837,33.116,17.969,140.623,5.991,4.575,79.4,lard
113.352,103.769,131.263,9.006,17.867,54.277,32.51,18.039,140.95,5.985,4.621,79.55,lard
113.363,103.933,131.342,8.926,18.221,54.933,31.99,17.811,140.94,5.983,4.615,79.5,lard
113.327,103.986,131.264,9.068,18.355,54.919,32.387,17.888,140.884,5.986,4.634,79.4,lard
113.32,103.867,131.384,8.978,17.944,54.051,31.414,17.72,140.935,5.991,4.609,79.55,lard
113.311,104.018,131.264,8.964,18.365,54.601,32.384,18.218,141.066,5.984,4.597,79.5,lard
113.35,103.955,131.186,9.093,18.292,55.122,32.364,18.273,141.0,5.988,4.592,79.38,lard
113.438,103.928,131.485,8.921,17.923,54.234,31.651,17.86,141.096,5.99,4.608,79.58,lard
113.404,104.001,131.503,8.939,18.258,54.941,33.7,17.338,140.8,5.989,4.601,79.5,lard
113.385,103.989,131.316,9.023,18.307,54.858,32.604,18.122,141.083,5.99,4.611,79.36,lard
113.446,103.88,131.198,8.687,17.91,54.374,31.049,18.269,141.085,5.987,4.622,79.57,lard
113.388,104.055,131.149,9.096,18.392,54.971,32.462,18.433,141.085,5.991,4.614,79.49,lard
113.43,103.955,131.242,9.054,18.154,54.907,32.749,18.139,140.994,5.986,4.624,79.35,lard
113.465,103.976,131.231,8.891,18.006,54.404,31.543,18.608,141.326,5.986,4.608,79.58,lard
113.336,104.033,131.262,8.802,18.396,54.911,32.061,18.207,141.149,5.991,4.617,79.47,lard
113.32,103.955,131.319,8.914,18.217,54.681,32.679,17.91,140.957,5.983,4.647,79.35,lard
113.474,103.895,131.438,9.006,17.855,54.423,31.442,17.957,141.114,5.992,4.632,79.6,lard
113.4,104.016,131.634,9.142,18.189,54.566,33.423,17.462,140.957,5.987,4.613,79.46,lard
113.412,104.013,131.363,8.959,18.289,54.986,32.641,18.009,141.075,5.988,4.625,79.33,lard
113.57,103.907,131.386,8.822,17.841,54.703,31.2,17.743,141.032,5.996,4.608,79.6,lard
113.417,104.031,131.236,8.947,18.249,54.785,32.288,18.286,141.113,5.989,4.602,79.44,lard
113.39,104.009,131.302,8.937,18.273,54.886,32.79,18.264,141.142,5.984,4.628,79.34,lard
113.454,103.955,131.342,8.759,17.952,54.238,31.923,18.22,141.189,5.98,4.602,79.61,lard
113.346,103.972,131.434,9.027,18.223,54.606,32.443,17.81,141.039,5.99,4.618,79.44,lard
113.456,103.968,131.065,8.993,18.17,54.984,33.415,18.289,140.888,5.984,4.609,79.34,lard
113.473,103.875,131.606,8.911,17.862,54.35,32.385,17.888,141.23,5.988,4.615,79.59,lard
113.411,103.97,131.312,9.044,18.206,54.979,32.027,18.198,141.106,5.978,4.65,79.42,lard
113.357,104.047,131.18,9.019,18.488,55.074,32.13,18.258,141.038,5.984,4.626,79.34,lard
113.525,103.826,131.272,8.88,17.767,54.46,31.554,17.771,140.899,5.987,4.609,79.6,lard
113.372,103.95,131.292,9.05,18.212,54.916,33.304,17.979,140.96,5.991,4.631,79.41,lard
113.349,103.985,131.328,9.186,18.324,55.049,33.21,17.935,140.912,5.988,4.632,79.36,lard
113.415,103.88,131.321,9.041,17.882,54.133,31.361,18.093,141.043,5.988,4.624,79.62,lard
113.272,103.894,131.191,9.021,18.239,54.679,33.495,18.406,141.033,5.993,4.614,79.42,lard
113.432,103.981,131.147,9.066,18.246,55.027,32.645,18.406,141.085,5.988,4.649,79.35,lard
113.442,103.872,131.342,8.759,17.923,54.378,31.337,17.971,141.083,5.986,4.6,79.6,lard
113.256,104.046,131.343,8.948,18.467,54.831,32.707,17.701,140.856,5.989,4.619,79.4,lard
113.398,104.001,131.365,9.059,18.335,55.18,32.494,17.733,140.92,5.994,4.642,79.36,lard
113.324,103.896,131.489,9.069,18.088,54.433,32.617,17.626,140.942,5.99,4.62,79.6,lard
